id,id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,FDF (Falha Desgaste Ferramenta),FDC (Falha Dissipacao Calor),FP (Falha Potencia),FTE (Falha Tensao Excessiva),FA (Falha Aleatoria)
1236,L55389,L,299.3,310.8,90.0,1391.0,46.9,21.0,Não,FALSE,FALSE,Não,FALSE,Não
1237,L56753,L,299.7,310.9,90.0,1491.0,40.1,195.0,Não,FALSE,FALSE,Não,FALSE,Não
1238,L56714,L,299.3,310.6,90.0,1443.0,45.7,97.0,Não,FALSE,nao,Não,FALSE,Não
1239,H29909,H,297.5,309.3,90.0,1459.0,49.7,-202.0,não,FALSE,FALSE,Não,FALSE,não
1240,L50929,L,-36.0,311.1,90.0,1652.0,33.9,139.0,não,FALSE,FALSE,não,FALSE,Não
1241,M17181,M,299.2,308.8,90.0,1314.0,52.5,193.0,0,0,FALSE,não,FALSE,não
1242,L51447,L,302.6,311.0,90.0,1520.0,42.8,148.0,Não,FALSE,FALSE,não,FALSE,Não
1243,M18265,M,,310.4,90.0,1635.0,32.5,110.0,Não,FALSE,FALSE,0,FALSE,Não
1244,M15011,M,298.4,308.2,90.0,1463.0,37.6,188.0,Não,FALSE,FALSE,Não,FALSE,Não
1245,M22229,M,299.6,310.1,90.0,1646.0,29.6,73.0,Não,FALSE,FALSE,Não,FALSE,Não
1246,L47874,L,297.6,-38.0,90.0,1394.0,50.0,62.0,Não,FALSE,FALSE,Não,FALSE,Não
1247,L51597,L,-36.0,310.4,90.0,1365.0,66.8,80.0,Sim,FALSE,TRUE,sim,FALSE,não
1248,L52877,L,302.5,311.9,90.0,1354.0,49.4,117.0,Não,FALSE,FALSE,não,FALSE,Não
1249,H31152,H,298.4,307.9,90.0,1948.0,21.4,136.0,Não,FALSE,FALSE,não,FALSE,não
1250,L50181,L,300.5,309.8,90.0,1445.0,43.9,164.0,Não,FALSE,FALSE,Não,FALSE,não
1251,H29581,H,298.4,308.3,90.0,,42.9,15.0,Não,FALSE,FALSE,Não,FALSE,Não
1252,M20971,M,300.7,310.8,90.0,1486.0,41.2,71.0,não,FALSE,FALSE,não,FALSE,não
1253,M19482,M,303.0,311.1,90.0,1526.0,37.3,,Não,FALSE,FALSE,Não,FALSE,não
1254,H32279,H,300.7,309.7,90.0,1623.0,32.7,0.0,não,FALSE,FALSE,não,FALSE,Não
1255,H37958,H,-36.0,309.4,90.0,2011.0,21.0,59.0,Não,FALSE,FALSE,não,FALSE,Não
1256,L51882,L,303.6,311.8,90.0,-161.0,66.8,148.0,1,FALSE,TRUE,Não,FALSE,não
1257,L50063,L,300.6,309.5,90.0,1437.0,40.0,55.0,Não,FALSE,FALSE,Não,FALSE,não
1258,M17891,M,300.5,309.7,90.0,1389.0,43.3,9.0,Não,FALSE,FALSE,Não,FALSE,Não
1259,L55363,L,299.8,311.1,90.0,1452.0,47.3,188.0,Não,FALSE,FALSE,não,FALSE,não
1260,L56160,L,297.0,307.6,90.0,1513.0,42.4,124.0,Não,FALSE,FALSE,não,FALSE,não
1261,L55708,L,298.4,309.3,90.0,1512.0,35.8,18.0,Não,FALSE,FALSE,Não,FALSE,Não
1262,L52861,L,302.2,311.6,90.0,1383.0,44.3,72.0,Não,FALSE,nao,Não,FALSE,Não
1263,L54389,L,299.8,309.7,90.0,1624.0,34.2,96.0,Não,FALSE,FALSE,Não,FALSE,Não
1264,L53171,L,300.7,310.7,90.0,1416.0,40.4,214.0,Não,FALSE,FALSE,Não,FALSE,não
1265,L49456,L,299.3,-38.0,90.0,1393.0,54.2,80.0,Não,FALSE,FALSE,Não,FALSE,Não
1266,L54312,L,300.5,-38.0,90.0,1423.0,47.9,114.0,não,FALSE,FALSE,N,FALSE,Não
1267,L52885,L,302.4,311.9,90.0,1452.0,43.1,137.0,não,FALSE,FALSE,Não,FALSE,Não
1268,L55178,L,300.9,312.1,90.0,1359.0,51.7,146.0,Não,FALSE,FALSE,não,FALSE,Não
1269,M20152,M,303.9,313.3,90.0,1567.0,35.0,168.0,Não,FALSE,FALSE,Não,FALSE,não
1270,L51484,L,-36.0,310.1,90.0,1694.0,26.3,14.0,Não,FALSE,FALSE,não,FALSE,não
1271,L54625,L,300.2,311.7,90.0,-161.0,41.3,44.0,Não,FALSE,FALSE,Não,FALSE,Não
1272,M15288,M,297.6,308.6,90.0,1595.0,36.9,25.0,não,FALSE,FALSE,Não,FALSE,não
1273,L54248,L,300.8,310.7,90.0,1461.0,42.8,173.0,Não,FALSE,FALSE,Não,FALSE,Não
1274,M21224,M,299.9,309.6,90.0,1489.0,41.7,56.0,Não,FALSE,FALSE,Não,FALSE,Não
1275,M19075,M,-36.0,310.7,90.0,,17.8,-202.0,Não,FALSE,FALSE,não,FALSE,não
1276,L47606,L,297.4,308.5,90.0,-161.0,44.9,20.0,Não,FALSE,FALSE,não,FALSE,não
1277,L49403,L,299.6,309.0,90.0,1413.0,48.5,153.0,Não,FALSE,FALSE,Não,FALSE,não
1279,L56424,L,298.3,308.8,90.0,1767.0,27.3,168.0,Não,FALSE,FALSE,não,FALSE,não
1280,M18167,M,301.4,310.5,90.0,1563.0,39.9,83.0,não,FALSE,FALSE,não,FALSE,Não
1281,L49942,L,-36.0,309.2,90.0,1479.0,44.4,214.0,Não,FALSE,FALSE,Não,FALSE,Não
1282,L53037,L,301.3,310.9,90.0,1760.0,,,Não,FALSE,FALSE,não,FALSE,Não
1283,M19598,M,303.2,-38.0,90.0,2102.0,19.0,5.0,não,FALSE,FALSE,não,FALSE,não
1284,L54272,L,300.7,310.2,90.0,1493.0,35.9,10.0,Não,FALSE,FALSE,Não,FALSE,não
1285,M24492,M,299.0,-38.0,90.0,1337.0,57.4,146.0,Não,FALSE,FALSE,Não,FALSE,Não
1286,L50466,L,301.2,310.0,90.0,1618.0,37.6,32.0,não,FALSE,FALSE,Não,FALSE,Não
1287,L54892,L,300.5,311.5,90.0,1499.0,37.6,73.0,não,FALSE,0,Não,FALSE,Não
1288,H37282,H,,311.9,90.0,1438.0,46.7,41.0,0,FALSE,FALSE,não,FALSE,Sim
1289,L53247,L,301.0,311.0,90.0,1582.0,37.5,176.0,Não,FALSE,FALSE,não,FALSE,Não
1290,M24095,M,298.2,308.9,90.0,1592.0,35.2,142.0,Não,FALSE,FALSE,Não,FALSE,Não
1292,L48645,L,298.7,309.8,90.0,1546.0,40.9,109.0,Não,FALSE,FALSE,N,FALSE,Não
1293,L54855,L,300.5,-38.0,90.0,1447.0,45.4,204.0,Não,FALSE,FALSE,Não,FALSE,Não
1294,L49414,L,299.4,308.6,90.0,1492.0,40.5,181.0,Não,0,FALSE,Não,FALSE,Não
1295,M16604,M,298.5,308.0,90.0,1461.0,51.9,157.0,não,FALSE,FALSE,não,FALSE,Não
1296,M24614,M,298.5,309.7,90.0,1552.0,34.0,205.0,não,FALSE,FALSE,não,FALSE,Não
1297,M20954,M,300.9,-38.0,90.0,1402.0,48.1,22.0,Não,FALSE,FALSE,Não,FALSE,Não
1298,L55961,L,,308.7,90.0,1552.0,42.3,-202.0,Não,FALSE,FALSE,não,FALSE,Não
1299,M24261,M,297.7,308.2,90.0,1720.0,25.6,174.0,não,FALSE,FALSE,Não,FALSE,Não
1300,L55551,L,298.7,309.7,90.0,1881.0,21.7,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
1301,L52207,L,304.0,313.3,90.0,-161.0,54.6,102.0,não,FALSE,FALSE,0,FALSE,0
1302,L56414,L,298.3,309.1,90.0,1904.0,20.3,140.0,N,FALSE,FALSE,não,FALSE,Não
1303,L51124,L,302.2,311.2,90.0,1381.0,49.4,207.0,Não,FALSE,FALSE,não,FALSE,não
1304,M21722,M,301.1,311.2,90.0,1384.0,49.4,48.0,Não,FALSE,FALSE,não,FALSE,não
1305,M20210,M,-36.0,312.8,90.0,1622.0,35.1,107.0,0,FALSE,FALSE,não,FALSE,não
1306,L56602,L,298.1,308.5,90.0,1665.0,29.6,20.0,não,FALSE,FALSE,não,FALSE,Não
1307,M16981,M,299.2,308.8,90.0,-161.0,37.4,109.0,Não,FALSE,FALSE,Não,FALSE,não
1308,H34386,H,303.8,312.6,90.0,1811.0,24.9,183.0,Não,FALSE,FALSE,não,FALSE,não
1309,L55756,L,297.6,308.3,90.0,1523.0,39.5,137.0,Não,FALSE,FALSE,0,FALSE,não
1310,L50964,L,302.2,310.8,90.0,1744.0,29.7,16.0,não,FALSE,FALSE,não,FALSE,não
1311,L54052,L,301.0,311.3,90.0,1472.0,35.3,-202.0,Não,FALSE,FALSE,não,FALSE,não
1312,M15776,M,295.3,305.8,90.0,-161.0,36.2,184.0,não,FALSE,FALSE,Não,FALSE,Não
1313,L56574,L,297.7,308.2,90.0,1334.0,53.0,156.0,Não,FALSE,FALSE,Não,FALSE,Não
1314,H36666,H,300.2,310.4,90.0,1501.0,42.9,212.0,Não,FALSE,FALSE,não,FALSE,não
1315,M22872,M,300.9,312.0,90.0,1375.0,56.1,182.0,não,FALSE,FALSE,Não,FALSE,Não
1316,L53001,L,301.3,-38.0,90.0,1303.0,49.2,212.0,não,FALSE,FALSE,Não,FALSE,Não
1317,L51583,L,302.3,310.1,90.0,-161.0,49.9,48.0,não,FALSE,FALSE,Não,FALSE,Não
1318,M19723,M,-36.0,312.3,90.0,-161.0,22.3,116.0,não,FALSE,FALSE,Não,FALSE,Não
1319,L55695,L,298.2,309.4,90.0,1443.0,45.4,187.0,Não,FALSE,FALSE,Não,FALSE,não
1320,M20282,M,302.7,312.4,90.0,1422.0,44.5,-202.0,não,FALSE,FALSE,Não,FALSE,não
1321,L54913,L,300.6,312.0,90.0,1481.0,40.9,,não,FALSE,FALSE,Não,FALSE,não
1322,H30617,H,297.0,308.1,90.0,,47.6,79.0,não,FALSE,FALSE,não,FALSE,Não
1323,L50948,L,-36.0,311.0,90.0,1555.0,34.2,185.0,Não,FALSE,FALSE,Não,FALSE,Não
1324,L52537,L,303.3,312.5,90.0,1968.0,20.6,-202.0,Não,FALSE,FALSE,Não,FALSE,não
1325,L51032,L,302.3,310.9,90.0,2034.0,19.7,,não,N,FALSE,não,FALSE,Não
1326,L49106,L,298.0,307.7,90.0,1606.0,30.8,17.0,Não,FALSE,FALSE,Não,FALSE,Não
1327,M17974,M,299.9,309.2,90.0,1683.0,30.5,13.0,Não,FALSE,FALSE,não,FALSE,Não
1328,H32055,H,299.8,309.5,90.0,1420.0,46.7,,não,FALSE,FALSE,Não,FALSE,não
1329,L54819,L,300.5,311.4,90.0,1466.0,41.8,112.0,Não,FALSE,FALSE,Não,FALSE,Não
1330,L54540,L,-36.0,310.1,90.0,1585.0,35.2,50.0,não,FALSE,FALSE,não,FALSE,não
1331,M23042,M,-36.0,311.1,90.0,1649.0,32.7,-202.0,não,FALSE,FALSE,Não,FALSE,Não
1332,M22470,M,-36.0,311.3,90.0,-161.0,43.4,41.0,Não,FALSE,FALSE,não,FALSE,não
1333,L49908,L,299.7,309.3,90.0,1779.0,25.5,129.0,Não,FALSE,FALSE,Não,FALSE,Não
1334,L56777,L,298.9,-38.0,90.0,1510.0,38.0,52.0,Não,FALSE,FALSE,Não,FALSE,não
1335,M19845,M,303.8,313.0,90.0,-161.0,23.5,215.0,Não,FALSE,FALSE,não,FALSE,Não
1336,M21706,M,301.2,311.5,90.0,1498.0,,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
1337,L54878,L,-36.0,311.5,90.0,1419.0,38.6,31.0,não,FALSE,FALSE,N,FALSE,não
1338,M18872,M,302.2,311.2,90.0,1360.0,52.8,176.0,não,FALSE,FALSE,não,FALSE,Não
1339,L49806,L,,309.4,90.0,1650.0,29.8,93.0,Não,0,FALSE,Não,FALSE,não
1340,L54418,L,299.8,310.0,90.0,1697.0,36.0,175.0,0,FALSE,FALSE,não,FALSE,0
1341,L55435,L,299.0,-38.0,90.0,1606.0,31.1,134.0,Não,FALSE,FALSE,Não,FALSE,não
1342,M24425,M,299.8,311.1,90.0,1498.0,38.1,176.0,N,FALSE,FALSE,Não,FALSE,Não
1343,M15665,M,297.0,307.9,90.0,1412.0,47.4,,não,FALSE,FALSE,não,FALSE,Não
1344,L51814,L,303.0,311.2,90.0,1755.0,30.4,205.0,Não,FALSE,FALSE,Não,FALSE,Não
1345,L52427,L,303.6,313.1,90.0,-161.0,38.3,-202.0,Não,FALSE,FALSE,Não,FALSE,não
1346,L52746,L,302.4,312.0,90.0,1457.0,45.5,206.0,Não,FALSE,FALSE,N,FALSE,não
1347,M20599,M,-36.0,311.7,90.0,1653.0,31.4,2.0,Não,FALSE,FALSE,não,FALSE,não
1348,M20003,M,304.3,313.5,90.0,1525.0,42.0,2.0,Não,FALSE,FALSE,Não,FALSE,não
1349,H37679,H,299.1,310.6,90.0,1791.0,28.0,168.0,Não,FALSE,FALSE,Não,FALSE,Não
1350,L51639,L,302.6,310.4,90.0,1743.0,26.3,191.0,Não,FALSE,FALSE,Não,FALSE,não
1351,L48422,L,297.1,308.4,90.0,1468.0,44.4,197.0,não,FALSE,FALSE,Não,FALSE,não
1352,M21805,M,300.8,311.4,90.0,1852.0,22.2,53.0,Não,FALSE,FALSE,Não,FALSE,Não
1353,M20600,M,302.3,311.7,90.0,1535.0,38.3,5.0,Não,FALSE,FALSE,Não,FALSE,não
1354,L52505,L,303.5,-38.0,90.0,1694.0,27.3,40.0,Não,FALSE,FALSE,não,FALSE,Não
1355,M15407,M,297.5,309.4,90.0,1482.0,39.3,112.0,Não,FALSE,FALSE,Não,FALSE,Não
1356,L50202,L,300.5,309.6,90.0,1760.0,30.6,213.0,Não,FALSE,FALSE,Não,FALSE,não
1357,L52941,L,301.9,311.2,90.0,1369.0,49.8,66.0,Não,FALSE,FALSE,Não,FALSE,Não
1358,L51211,L,302.0,310.8,90.0,1447.0,42.7,229.0,não,FALSE,FALSE,Não,FALSE,Não
1359,L47206,L,299.1,309.5,90.0,1512.0,39.0,75.0,Não,FALSE,FALSE,Não,FALSE,Não
1360,M19812,M,303.8,312.7,90.0,1374.0,53.6,136.0,Não,FALSE,FALSE,Não,FALSE,Não
1361,L52332,L,304.3,313.5,90.0,2643.0,12.7,21.0,Não,FALSE,FALSE,não,FALSE,Não
1362,L49688,L,299.0,308.9,90.0,1615.0,30.6,-202.0,não,FALSE,nao,Não,FALSE,Não
1363,L48613,L,298.8,309.8,90.0,1363.0,44.0,25.0,não,FALSE,FALSE,N,FALSE,0
1364,L49762,L,299.2,309.0,90.0,1615.0,33.7,193.0,Não,FALSE,FALSE,Não,FALSE,Não
1365,L48482,L,298.6,309.8,90.0,,45.7,144.0,Não,FALSE,FALSE,não,FALSE,Sim
1366,L52992,L,301.4,311.1,90.0,1495.0,36.3,193.0,Não,FALSE,FALSE,Não,FALSE,Não
1367,L54529,L,299.7,310.2,90.0,1633.0,36.5,24.0,Não,FALSE,FALSE,não,FALSE,não
1368,M20141,M,303.7,313.0,90.0,1469.0,39.9,137.0,não,FALSE,FALSE,não,FALSE,não
1369,M20974,M,300.8,310.8,90.0,1549.0,35.5,79.0,Não,FALSE,FALSE,Não,FALSE,Não
1370,M16081,M,297.0,-38.0,90.0,1399.0,46.4,132.0,não,FALSE,FALSE,Não,FALSE,Sim
1371,L54615,L,299.9,311.3,90.0,1504.0,40.7,20.0,não,FALSE,FALSE,Não,FALSE,não
1372,M17408,M,299.3,309.2,90.0,1440.0,37.5,111.0,não,FALSE,FALSE,Não,FALSE,Não
1373,L47930,L,296.7,308.0,90.0,1535.0,36.8,210.0,Não,FALSE,FALSE,0,FALSE,Não
1374,L47617,L,297.3,-38.0,90.0,1538.0,38.5,47.0,não,FALSE,FALSE,Não,FALSE,Não
1375,L51551,L,302.0,309.8,90.0,1480.0,40.0,199.0,Não,FALSE,FALSE,Não,FALSE,Não
1376,L51628,L,302.4,310.3,90.0,1374.0,51.2,163.0,y,FALSE,TRUE,não,FALSE,não
1377,L50027,L,,309.3,90.0,1525.0,39.6,202.0,não,FALSE,FALSE,Não,FALSE,Não
1378,H30587,H,297.1,,90.0,-161.0,38.8,229.0,não,0,0,Não,FALSE,não
1379,L54675,L,300.3,311.9,90.0,1609.0,34.0,177.0,não,FALSE,FALSE,N,FALSE,Não
1380,L49879,L,299.9,309.4,90.0,1363.0,60.9,57.0,não,FALSE,FALSE,não,FALSE,0
1381,M24748,M,298.8,309.6,90.0,1575.0,34.4,149.0,Não,FALSE,FALSE,Não,FALSE,Não
1382,H38920,H,299.3,310.4,90.0,1548.0,41.6,25.0,Não,FALSE,FALSE,Não,FALSE,não
1383,M21255,M,300.1,309.6,90.0,1376.0,52.1,147.0,Não,FALSE,FALSE,não,FALSE,Não
1384,L49661,L,299.0,308.6,90.0,-161.0,47.8,163.0,Não,FALSE,FALSE,Não,FALSE,não
1385,M20316,M,-36.0,312.6,90.0,1567.0,32.9,132.0,0,FALSE,FALSE,Não,FALSE,Não
1386,M23304,M,298.6,309.9,90.0,1818.0,24.9,9.0,não,FALSE,FALSE,não,FALSE,Não
1387,M17566,M,299.6,309.1,90.0,1560.0,37.1,73.0,não,FALSE,FALSE,não,FALSE,Não
1388,L51841,L,303.3,311.3,90.0,1350.0,48.1,32.0,Sim,FALSE,TRUE,Não,FALSE,não
1389,L47506,L,297.7,308.5,90.0,1501.0,41.4,201.0,não,FALSE,FALSE,não,FALSE,Não
1390,L48219,L,296.7,-38.0,90.0,1524.0,36.8,82.0,Não,FALSE,FALSE,Não,FALSE,Não
1391,L49817,L,299.9,309.6,90.0,1294.0,49.7,126.0,não,FALSE,FALSE,não,FALSE,não
1392,L52202,L,304.0,313.1,90.0,1404.0,47.1,90.0,não,FALSE,FALSE,não,FALSE,Não
1393,M17359,M,299.1,308.9,90.0,1325.0,48.4,220.0,N,FALSE,FALSE,não,FALSE,não
1394,H30418,H,296.3,307.2,90.0,1424.0,42.0,-202.0,Não,FALSE,FALSE,Não,FALSE,não
1395,L50041,L,-36.0,309.5,90.0,1479.0,43.6,240.0,Não,FALSE,FALSE,Não,FALSE,Não
1396,H32647,H,300.8,309.4,90.0,1474.0,40.7,104.0,Não,FALSE,FALSE,Não,FALSE,Não
1397,L49050,L,-36.0,308.0,90.0,1486.0,42.3,86.0,não,FALSE,FALSE,Não,FALSE,Não
1398,M19105,M,-36.0,311.1,90.0,1520.0,43.0,88.0,não,FALSE,FALSE,não,FALSE,Não
1399,L54107,L,301.1,-38.0,90.0,1488.0,43.4,5.0,Não,FALSE,FALSE,Não,FALSE,Não
1400,H37799,H,298.8,309.8,90.0,1563.0,38.8,65.0,Não,FALSE,FALSE,Não,FALSE,Não
1401,L47714,L,297.5,309.3,90.0,1623.0,33.4,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
1402,M24687,M,-36.0,309.3,90.0,1376.0,57.0,198.0,Não,FALSE,FALSE,0,FALSE,-
1403,M22008,M,300.3,309.8,90.0,1617.0,40.8,,Não,FALSE,FALSE,não,FALSE,Não
1404,L54545,L,299.6,310.1,90.0,2057.0,20.4,,Não,FALSE,FALSE,Não,FALSE,Não
1405,L47765,L,297.6,309.5,90.0,2001.0,20.5,220.0,Não,FALSE,FALSE,Não,FALSE,Não
1406,L57094,L,298.5,308.8,90.0,1670.0,29.6,13.0,Não,FALSE,FALSE,Não,FALSE,não
1407,M17895,M,300.6,309.7,90.0,-161.0,42.6,23.0,Não,N,FALSE,não,FALSE,não
1408,L51608,L,302.4,310.1,90.0,1906.0,21.2,110.0,não,FALSE,FALSE,Não,FALSE,Não
1409,M18949,M,301.9,310.5,90.0,1590.0,40.3,130.0,Não,FALSE,FALSE,Não,FALSE,Não
1410,M16563,M,298.1,307.8,90.0,1636.0,36.7,51.0,Não,FALSE,FALSE,Não,FALSE,não
1411,L51475,L,301.8,310.2,90.0,,40.4,213.0,Não,FALSE,FALSE,Não,FALSE,não
1412,L52899,L,-36.0,312.0,90.0,1398.0,43.3,171.0,Não,FALSE,FALSE,não,FALSE,Não
1413,L47671,L,297.4,,90.0,1420.0,45.6,193.0,não,FALSE,FALSE,não,FALSE,Não
1414,L54079,L,300.9,311.6,90.0,-161.0,33.5,148.0,Não,FALSE,FALSE,Não,FALSE,Não
1415,M19213,M,302.0,309.7,90.0,-161.0,,-202.0,Sim,FALSE,FALSE,Sim,FALSE,não
1416,M17696,M,,309.1,90.0,1458.0,44.3,175.0,Não,FALSE,FALSE,Não,FALSE,não
1417,L49446,L,299.2,308.5,90.0,1381.0,60.6,59.0,Não,FALSE,FALSE,Não,FALSE,não
1418,H37132,H,-36.0,311.7,90.0,1427.0,44.6,87.0,Não,FALSE,FALSE,Não,FALSE,0
1419,L56703,L,299.0,310.2,90.0,1494.0,40.6,67.0,Não,FALSE,FALSE,Não,FALSE,não
1420,L55202,L,300.9,312.0,90.0,1441.0,43.8,210.0,não,FALSE,FALSE,Não,FALSE,não
1421,L51887,L,303.5,311.8,90.0,1944.0,23.5,159.0,Não,FALSE,FALSE,Não,FALSE,Não
1422,L57023,L,298.3,309.2,90.0,1383.0,52.1,26.0,Não,FALSE,FALSE,Não,FALSE,Não
1423,L50080,L,-36.0,309.3,90.0,1574.0,33.5,101.0,Não,FALSE,FALSE,não,FALSE,não
1424,L56798,L,299.0,310.1,90.0,1447.0,42.8,104.0,Não,0,FALSE,não,FALSE,não
1425,L50124,L,300.7,309.6,90.0,1505.0,34.9,7.0,Não,FALSE,FALSE,Não,FALSE,não
1426,L49096,L,-36.0,307.7,90.0,1387.0,50.8,204.0,não,FALSE,FALSE,Não,FALSE,Não
1427,L50365,L,-36.0,309.3,90.0,1685.0,27.1,203.0,Não,FALSE,FALSE,não,FALSE,Não
1428,L55806,L,297.4,308.2,90.0,1402.0,49.7,41.0,não,FALSE,FALSE,Não,FALSE,não
1429,L56614,L,298.0,308.6,90.0,1626.0,,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
1430,M22115,M,-36.0,310.3,90.0,-161.0,29.4,221.0,não,FALSE,FALSE,Não,FALSE,não
1431,L51426,L,302.6,311.0,90.0,1537.0,35.5,91.0,não,FALSE,FALSE,Não,FALSE,Não
1432,L55795,L,297.6,308.6,90.0,1382.0,47.1,11.0,Não,FALSE,FALSE,N,FALSE,Não
1433,L52326,L,304.4,313.6,90.0,1585.0,38.9,9.0,Não,FALSE,FALSE,não,FALSE,Não
1434,L55745,L,298.0,308.8,90.0,1489.0,36.5,109.0,0,FALSE,FALSE,não,FALSE,não
1435,M17378,M,298.9,308.6,90.0,1425.0,49.6,35.0,Não,FALSE,FALSE,Não,FALSE,Não
1436,M15257,M,297.4,308.3,90.0,1774.0,28.9,166.0,não,FALSE,FALSE,não,FALSE,Não
1437,L48497,L,299.0,310.3,90.0,1428.0,46.3,175.0,0,FALSE,FALSE,Não,FALSE,Não
1438,L51740,L,302.7,310.7,90.0,1597.0,41.9,15.0,não,FALSE,FALSE,não,FALSE,não
1439,L47301,L,298.9,308.7,90.0,1558.0,41.2,110.0,não,FALSE,FALSE,Não,FALSE,não
1440,L49629,L,299.3,308.8,90.0,1772.0,25.2,89.0,não,FALSE,FALSE,Não,FALSE,Não
1441,L56035,L,-36.0,308.9,90.0,1662.0,28.1,-202.0,não,FALSE,FALSE,Não,FALSE,Não
1442,M22968,M,-36.0,311.8,90.0,1607.0,33.7,199.0,N,FALSE,FALSE,Não,FALSE,Não
1443,M16426,M,298.0,-38.0,90.0,1403.0,44.8,148.0,Não,FALSE,FALSE,Não,FALSE,Não
1444,M16844,M,298.0,307.5,90.0,1387.0,45.5,166.0,Não,FALSE,FALSE,Não,FALSE,Não
1445,L51513,L,301.6,309.8,90.0,1588.0,33.9,89.0,não,0,FALSE,não,FALSE,Não
1446,M22770,M,300.8,312.2,90.0,1664.0,25.7,150.0,Não,FALSE,FALSE,Não,FALSE,Não
1447,L56466,L,298.2,,90.0,-161.0,32.0,79.0,Não,FALSE,FALSE,não,FALSE,Não
1448,M18778,M,,311.5,90.0,1358.0,52.7,139.0,Não,FALSE,FALSE,Não,FALSE,Não
1449,M17033,M,299.5,309.2,90.0,-161.0,41.6,17.0,não,FALSE,FALSE,não,FALSE,Não
1450,L50463,L,301.2,309.9,90.0,1449.0,45.5,23.0,Não,FALSE,FALSE,Não,FALSE,não
1451,L55675,L,298.3,309.4,90.0,1668.0,27.1,136.0,Não,FALSE,FALSE,não,FALSE,não
1452,L55764,L,297.4,307.9,90.0,1390.0,47.7,156.0,Não,FALSE,FALSE,Não,FALSE,Não
1453,L49513,L,-36.0,308.5,90.0,1445.0,45.2,222.0,Não,FALSE,FALSE,não,FALSE,não
1454,L47753,L,297.9,-38.0,90.0,1472.0,,-202.0,não,FALSE,FALSE,Não,FALSE,não
1455,L50840,L,302.3,311.6,90.0,1398.0,49.1,119.0,não,FALSE,nao,não,FALSE,Não
1456,L56255,L,297.3,308.1,90.0,1506.0,36.0,150.0,não,FALSE,FALSE,Não,FALSE,não
1457,L48161,L,296.2,306.8,90.0,1655.0,31.1,136.0,não,FALSE,nao,não,FALSE,Não
1458,H38784,H,297.7,308.4,90.0,1418.0,51.9,77.0,Não,FALSE,FALSE,Não,FALSE,não
1459,L48587,L,298.9,310.0,90.0,1564.0,33.8,183.0,N,FALSE,FALSE,não,FALSE,não
1460,H29949,H,297.4,309.3,90.0,1365.0,52.4,76.0,Não,N,FALSE,Não,FALSE,Não
1461,M19175,M,301.4,310.0,90.0,1651.0,29.8,44.0,N,FALSE,FALSE,não,FALSE,Não
1462,L51778,L,303.1,311.2,90.0,1399.0,49.2,111.0,Não,FALSE,FALSE,Não,FALSE,Não
1463,L55802,L,297.5,-38.0,90.0,1437.0,42.3,29.0,Não,FALSE,0,não,FALSE,não
1464,M23618,M,297.5,308.7,90.0,1446.0,53.0,168.0,Não,FALSE,FALSE,Não,FALSE,Não
1465,M16294,M,298.8,309.8,90.0,1377.0,49.6,27.0,não,FALSE,FALSE,Não,FALSE,Não
1466,L54174,L,300.6,310.8,90.0,1375.0,53.2,179.0,não,FALSE,FALSE,Não,FALSE,Não
1467,L49759,L,299.3,309.1,90.0,1795.0,24.7,187.0,Não,FALSE,FALSE,Não,FALSE,não
1468,L56583,L,297.7,308.1,90.0,1697.0,29.1,179.0,Não,FALSE,FALSE,não,FALSE,Não
1469,M18129,M,301.3,310.0,90.0,1696.0,32.4,,não,FALSE,FALSE,Não,FALSE,Não
1470,L56733,L,299.3,310.7,90.0,1495.0,39.2,144.0,não,FALSE,FALSE,Não,FALSE,não
1471,L51018,L,302.4,311.1,90.0,1880.0,24.5,156.0,Não,FALSE,nao,Não,FALSE,não
1472,L49047,L,298.1,307.9,90.0,1502.0,41.8,-202.0,não,FALSE,FALSE,Não,FALSE,Não
1473,L48634,L,299.1,310.4,90.0,1428.0,46.9,87.0,Não,FALSE,FALSE,não,FALSE,Não
1474,L48966,L,298.4,308.2,90.0,1618.0,33.0,61.0,0,FALSE,FALSE,Não,FALSE,Não
1475,L57092,L,298.6,308.9,90.0,1327.0,58.8,-202.0,Não,FALSE,FALSE,0,FALSE,não
1476,L54275,L,300.6,,90.0,-161.0,49.9,19.0,não,FALSE,FALSE,Não,FALSE,Não
1477,L49701,L,298.8,308.6,90.0,1584.0,34.4,42.0,não,FALSE,FALSE,0,FALSE,Não
1478,M19299,M,302.4,310.2,90.0,1392.0,55.8,-202.0,Não,FALSE,FALSE,Não,FALSE,Não
1479,L49000,L,298.1,307.5,90.0,1493.0,43.7,153.0,Não,FALSE,FALSE,não,FALSE,Não
1480,M20475,M,303.0,312.2,90.0,1257.0,71.3,122.0,sim,FALSE,FALSE,Sim,FALSE,não
1481,M17789,M,300.8,309.7,90.0,1482.0,39.0,171.0,Não,FALSE,nao,Não,FALSE,Não
1482,L47231,L,298.9,309.1,90.0,1383.0,54.9,145.0,Não,FALSE,FALSE,Não,FALSE,não
